key,taxonKey,type,language,description,source
77773398,141266739,invasion stage,eng,casual,
77773399,141266739,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773400,141266739,native range,eng,temperate Asia (WGSRPD:3),
77773724,141266740,native range,eng,Africa (WGSRPD:2),
77773725,141266740,native range,eng,Europe (WGSRPD:1),
77773726,141266740,invasion stage,eng,casual,
77773727,141266740,native range,eng,temperate Asia (WGSRPD:3),
77773544,141266741,native range,eng,Africa (WGSRPD:2),
77773545,141266741,native range,eng,Europe (WGSRPD:1),
77773546,141266741,invasion stage,eng,casual,
77773547,141266741,pathway,eng,cbd_2014_pathway:contaminant_timber,
77773548,141266741,native range,eng,temperate Asia (WGSRPD:3),
77773570,141266742,native range,eng,Europe (WGSRPD:1),
77773571,141266742,invasion stage,eng,casual,
77773572,141266742,pathway,eng,cbd_2014_pathway:escape_horticulture,
77773620,141266743,native range,eng,Africa (WGSRPD:2),
77773621,141266743,native range,eng,Europe (WGSRPD:1),
77773622,141266743,invasion stage,eng,casual,
77773623,141266743,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773624,141266743,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773625,141266743,native range,eng,temperate Asia (WGSRPD:3),
77773080,141266744,native range,eng,Africa (WGSRPD:2),
77773081,141266744,native range,eng,Europe (WGSRPD:1),
77773082,141266744,invasion stage,eng,casual,
77773083,141266744,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773084,141266744,native range,eng,temperate Asia (WGSRPD:3),
77773088,141266745,native range,eng,Africa (WGSRPD:2),
77773089,141266745,native range,eng,Europe (WGSRPD:1),
77773090,141266745,invasion stage,eng,casual,
77773091,141266745,pathway,eng,cbd_2014_pathway:contaminant_on_animals,
77773092,141266745,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773093,141266745,native range,eng,temperate Asia (WGSRPD:3),
77773285,141266746,native range,eng,Africa (WGSRPD:2),
77773286,141266746,native range,eng,Europe (WGSRPD:1),
77773287,141266746,invasion stage,eng,casual,
77773288,141266746,native range,eng,temperate Asia (WGSRPD:3),
77773297,141266747,native range,eng,Africa (WGSRPD:2),
77773298,141266747,invasion stage,eng,casual,
77773299,141266747,pathway,eng,cbd_2014_pathway:contaminant_seed,
77773300,141266747,native range,eng,temperate Asia (WGSRPD:3),
77773213,141266748,native range,eng,Africa (WGSRPD:2),
77773214,141266748,native range,eng,Europe (WGSRPD:1),
77773215,141266748,invasion stage,eng,casual,
77773216,141266748,native range,eng,temperate Asia (WGSRPD:3),
77772561,141266749,invasion stage,eng,casual,
77772562,141266749,pathway,eng,cbd_2014_pathway:contaminant_seed,
77772563,141266749,native range,eng,temperate Asia (WGSRPD:3),
77772473,141266750,native range,eng,Africa (WGSRPD:2),
77772474,141266750,native range,eng,Europe (WGSRPD:1),
